Contig	240111_N1_DNA_S12_L002_sorted RPKM	240111_N1_DNA_S1_L001_sorted RPKM	240111_N2_VIROME_S26_L001_sorted RPKM	240111_N2_VIROME_S37_L002_sorted RPKM	240111_N3A_sed_DNA_S24_L001_sorted RPKM	240111_N3A_sed_DNA_S35_L002_sorted RPKM	240111_N3B_DNA_S4_L001_sorted RPKM	240111_N3B_VIROME_S28_L001_sorted RPKM	240111_N3_DNA_S14_L002_sorted RPKM	240111_N3_DNA_S3_L001_sorted RPKM	240113_N4_DNA_S6_L001_sorted RPKM	240113_N4_VIROME_S29_L001_sorted RPKM	240113_N5_DNA_S7_L001_sorted RPKM	240113_N5_VIROME_S30_L001_sorted RPKM	240114_N7A_VIROME_S31_L001_sorted RPKM	240114_N7A_VIROME_S43_L002_sorted RPKM	240114_N7B_DNA_S20_L002_sorted RPKM	240114_N7B_DNA_S9_L001_sorted RPKM	240114_N7B_VIROME_S32_L001_sorted RPKM	240114_N9_DNA_S11_L001_sorted RPKM	240114_N9_DNA_S22_L002_sorted RPKM	240114_N9_mat_DNA_S21_L001_sorted RPKM	240114_N9_VIROME_S34_L001_sorted RPKM	240115_N10_DNA_S12_L001_sorted RPKM	240115_N10_DNA_S23_L002_sorted RPKM	240115_N10_VIROME_S35_L001_sorted RPKM	240115_N11_mat_DNA_S22_L001_sorted RPKM	240115_N9_mat_DNA_S23_L001_sorted RPKM	240116_N11_DNA_S13_L001_sorted RPKM	240116_N11_VIROME_S36_L001_sorted RPKM	240116_N12_DNA_S14_L001_sorted RPKM	240116_N12_VIROME_S37_L001_sorted RPKM	240116_N13_DNA_S15_L001_sorted RPKM	240116_N13_VIROME_S38_L001_sorted RPKM	240117_GW01_DNA_S18_L001_sorted RPKM	240117_GW01_VIROME_S41_L001_sorted RPKM	240117_N14_VIROME_S39_L001_sorted RPKM	240117_N14_VIROME_S51_L002_sorted RPKM	240117_N15_DNA_S17_L001_sorted RPKM	240117_N15_DNA_S28_L002_sorted RPKM	240117_N15_VIROME_S52_L002_sorted RPKM	240119_GW02_VIROME_S42_L001_sorted RPKM	240119_GW02_VIROME_S54_L002_sorted RPKM	240119_GW03_DNA_S20_L001_sorted RPKM	240120_N3C_DNA_S5_L001_sorted RPKM	240120_N3C_VIROME_1_S38_L002_sorted RPKM	240120_N3C_VIROME_S27_L001_sorted RPKM
genomad_k141_2744358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.793718	7.6470885	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1793486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.366615	45.114887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2744369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.76563	16.51096	53.06618	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1257465	0	0	0	0	1117.9491	1153.6085	0	0	1913.7256	1963.5763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3160814	0	0	0	0	0	0	0	0	0	0	0	0	47.773575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1495864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.420532	28.31462	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2863568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.680603	25.634993	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1555431	0	0	0	0	2074.4558	2067.5823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_723666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.693405	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3756818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.740353	81.3595	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_663490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.27209	0	19.376123	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2031010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.20135	5.7633705	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_68947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.498062	100.86935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1852659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.89185	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3756865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.164663	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1733573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.920137	70.402504	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2447301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.77087	37.769337	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2983092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3134.935	3420.4456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2269363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.022789	22.669432	0	20.407862	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_128560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.856384	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2684844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.476272	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_69062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.177519	37.85163	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2090639	0	0	0	0	0	0	0	0	0	0	0	0	234.90053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_247529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.0056	174.90932	0	49.705116	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2863778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.1566	101.74761	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3161046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7232533	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_187678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.488445	153.34396	0	66.624916	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_426710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.74002	603.2628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1377361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.845383	57.499397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_9768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.743204	15.658284	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_247545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.70438	212.43831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_366772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.70766	101.110085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_901526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.955734	15.258718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1317694	0	0	0	0	0	0	0	750.50525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1661.6763	1364.4125	53.645676	52.392185	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2269539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.141193	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1377435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.3757	30.794455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2447495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.615238	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_426809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.699253	51.959892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2388361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.14722	8.656269	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3280433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.906364	23.18378	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2923433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.01112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2983291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.130962	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1674247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.27646	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_9874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.040213	39.59413	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2923445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.826236	87.58305	91.42604	0	43.88324	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_485426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	995.86115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_544365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510.80438	12.7873335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1436478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6173415	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1971856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.135829	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_604182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_544371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.200315	16.91593	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1555771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.319916	99.18589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1852934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.16673	94.281166	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_366898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.97087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2031355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197.6438	985.8103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2863914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.752575	26.125746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2328917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.29388	143.04723	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1496269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.551928	120.463776	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2626348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.874111	109.22866	0	39.444515	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1733826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.455353	38.207275	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_366990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.782867	15.306996	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3577934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.320376	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3102149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545.0021	227.66359	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3102155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.23472	191.95001	0	71.44628	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_842431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.776566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2031481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.008486	0	3.2217	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1020414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.139324	43.943394	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_961363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.452553	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1020427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.985655	17.603718	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1615504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.40198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3161348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.782558	0	23.798077	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1139537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.543365	112.59624	0	90.986824	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2744917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.162077	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_427068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.362976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2567132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.406685	15.057548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1972111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.71188	5.247658	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1912422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.49155	86.41116	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1317997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.477622	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3697430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.31923	59.39469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1674507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.087906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1674509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.49951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1436755	0	0	0	0	1370.4071	1278.2233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2626601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.38473	12.685357	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_367181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.1979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2269927	0	0	0	0	2572.77	2491.9521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1674546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.171627	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1556008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.774208	0	38.147873	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2923781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.0567	31.588242	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_248087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.379158	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3042986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.416756	73.33684	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2269969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.65082	37.83138	0	2.6408947	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1020636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.273313	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3340382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.7692	46.97232	322.92685	0	117.721245	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_664156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.821472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1080730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.83586	128.30608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2983698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.042389	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1794335	0	0	0	0	0	0	0	183.81262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477.6018	459.39374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2210075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.461264	13.206817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1199071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.663166	0	12.126059	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_842793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.5496	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1436878	0	0	0	0	0	0	0	0	0	0	10999.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8084.562	7528.033	0	0	0	0	0	0	0
genomad_k141_724496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.22989	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2685506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.46532	28.941792	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_842844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1063.3118	1025.7767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1972373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69620.03	68569.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_427464	0	0	0	0	0	0	0	384.2143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.33514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1674746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.290054	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1080880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.99697	27.134848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_842887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.330963	41.699272	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2150692	0	0	0	0	0	0	0	944.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1117.7065	1332.0461	48.123684	50.075626	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2388872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.30729	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1139982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.61968	4.656326	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_248313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.246975	24.698847	65.959755	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2864332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.396168	21.2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2685618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.86713	0	0	0	0	0	0	0	0	0	0	0
