Contig	240111_N1_DNA_S12_L002_map_sorted_plasmid RPKM	240111_N1_DNA_S1_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S26_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S37_L002_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S24_L001_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S35_L002_map_sorted_plasmid RPKM	240111_N3B_DNA_S4_L001_map_sorted_plasmid RPKM	240111_N3B_VIROME_S28_L001_map_sorted_plasmid RPKM	240111_N3_DNA_S14_L002_map_sorted_plasmid RPKM	240111_N3_DNA_S3_L001_map_sorted_plasmid RPKM	240113_N4_DNA_S6_L001_map_sorted_plasmid RPKM	240113_N4_VIROME_S29_L001_map_sorted_plasmid RPKM	240113_N5_DNA_S7_L001_map_sorted_plasmid RPKM	240113_N5_VIROME_S30_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S31_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S43_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S20_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S9_L001_map_sorted_plasmid RPKM	240114_N7B_VIROME_S32_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S11_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S22_L002_map_sorted_plasmid RPKM	240114_N9_mat_DNA_S21_L001_map_sorted_plasmid RPKM	240114_N9_VIROME_S34_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S12_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S23_L002_map_sorted_plasmid RPKM	240115_N10_VIROME_S35_L001_map_sorted_plasmid RPKM	240115_N11_mat_DNA_S22_L001_map_sorted_plasmid RPKM	240115_N9_mat_DNA_S23_L001_map_sorted_plasmid RPKM	240116_N11_DNA_S13_L001_map_sorted_plasmid RPKM	240116_N11_VIROME_S36_L001_map_sorted_plasmid RPKM	240116_N12_DNA_S14_L001_map_sorted_plasmid RPKM	240116_N12_VIROME_S37_L001_map_sorted_plasmid RPKM	240116_N13_DNA_S15_L001_map_sorted_plasmid RPKM	240116_N13_VIROME_S38_L001_map_sorted_plasmid RPKM	240117_GW01_DNA_S18_L001_map_sorted_plasmid RPKM	240117_GW01_VIROME_S41_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S39_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S51_L002_map_sorted_plasmid RPKM	240117_N15_DNA_S17_L001_map_sorted_plasmid RPKM	240117_N15_DNA_S28_L002_map_sorted_plasmid RPKM	240117_N15_VIROME_S52_L002_map_sorted_plasmid RPKM	240119_GW02_VIROME_S42_L001_map_sorted_plasmid RPKM	240119_GW02_VIROME_S54_L002_map_sorted_plasmid RPKM	240119_GW03_DNA_S20_L001_map_sorted_plasmid RPKM	240120_N3C_DNA_S5_L001_map_sorted_plasmid RPKM	240120_N3C_VIROME_1_S38_L002_map_sorted_plasmid RPKM	240120_N3C_VIROME_S27_L001_map_sorted_plasmid RPKM
k141_146722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.408195	5.9827986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_979560	74.452576	73.26668	0	0	13.145679	31.102835	0	0	125.71371	154.99403	94.04316	0.12356553	34.964222	0	0	0	44.562668	44.208603	0	0	0	0	0	1.3542182	0	0	0	0	0	0	0	0	0	0	0	0	1.5681955	0	96.967705	83.39461	0	0	0	1.2349086	0	0	0
k141_266355	0	0	0	0	17.839607	19.59399	0	6.1435223	0	0	0	0.050814264	0	0	0	0	0	0	0	0	0	0	20.18169	0	0	0	0	0	0	0	12.365909	68.98002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3001357	0	0	0	0	1.9160361	7.7163653	0	0	0.13603033	0.08379455	0	0	124.014336	0	0	0	0.6932468	0.3957975	0	0	0	0	0	0	0	0	0.6496751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3416277	16.955132	16.329428	0	0	0	0	0	0	11.87281	13.002026	10.967997	0	7.7453527	0	0	0	6.4274845	8.225107	0	0	0	0.11676308	0	0.68363863	0.8406651	0.021154042	0	0.5273897	0.123838745	0.49480522	0	0	0	0	0	0	3.166636	8.34222	30.111933	30.802599	0	0	0	0	0	0	0
k141_385375	0	0	0	0	11.453697	17.874195	0	0	0	0	0	0	27.645117	0	0	0	0	0	0	0	0	11.209863	0	0	0	0	1.0356355	2.048042	1.7633367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3001373	14.2051115	10.080457	0	0	3.2953377	1.6588954	0	0	10.060057	8.214608	5.826209	0.1032507	3.6532068	0	0	0	6.6952004	5.581914	0	0	0	0	0	0	0	0.026261065	0	0	0	0	0.4187763	0.26149648	0	0	0	0	9.827817	7.397289	35.92892	33.564293	0	0	0	1.5478245	0	0	0
k141_2227702	0	0	0	0	0	0	0	0	0	0	0	0	0.021468412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.212833	31.698244	0	0.09604428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3060535	5.7978005	4.623763	0	0	0	0	0	0	6.3567033	6.0154586	5.6000896	0	4.453753	0	0	0	3.6115332	1.3938739	0	0	0	0	0	0	0	0.041364063	0	0	0.24215105	0	0	0	0	0	0	0	0	0	27.990923	25.476513	0	0	0	0	0	0	0
k141_3179215	20.93031	16.278313	0.028049264	0	0	0.8675275	0	0	8.564347	6.4061217	5.6666512	0	27.174417	0	0	0	3.6931393	3.1326811	0	0	0	0	0	0	0	0.10986682	0	0	0	0.321231	0	0	0	0	0	0	2.5697527	3.4816036	30.184277	32.70946	0	0	0	0.80944246	0	0	0
k141_205772	0	0	0	0	0	0	0	7.325827	0	0	0	0.032432467	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5939253	0	0	0	0	4.99865	88.21799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_504521	0	0	0	0	0	0	0	1.2679838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6636715	0	0	0.04755074	0	0	1.9485811	0	0.37913778	120.26646	3.2053068	0	0	0	0	0	0	0	0	0.48208952	0.7483475	0	0	0	0
k141_3238521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.330093	0	0	0	0	0	0	0	0	0	0	42.3279	0	0	0
k141_742266	44.15043	49.259804	0	0	1.0727612	3.7802472	0	0	72.2772	61.740623	55.65723	0	12.863054	0	0	0	32.305103	25.971678	0	0	0	0	0.03148489	3.3153543	1.358955	0.10258804	0	0	0.60056484	0	0.2726561	0	0	0	0	0	10.877751	14.930262	45.208763	46.019085	0	0.038521517	0	0	0	0	0
k141_3535280	4.027718	5.185696	0	0	0	0	0	0	9.787046	5.885268	2.5679648	0	9.213155	0	0	0	1.0962067	2.5764594	0	0	0	0	0	0	2.078942	0	0	0	0	0	0	0	0	0	0	0	0	0	18.037746	14.2477045	0	0	0	0	0	0	0
k141_445763	1095.3508	1076.0952	0.34701914	0.8014951	230.26071	269.75238	0	0.026264904	1809.4282	1708.553	1230.6456	0.26720783	324.40933	0	0	0	756.05225	678.7141	0	2.6696196	1.5616623	3.1260753	1.2514838	263.5621	238.57379	3.3301558	3.2129655	2.8239403	26.921947	21.195717	19.86917	10.151103	3.7522345	0	35.420494	0	671.45544	825.73706	468.58743	531.1775	0	0	0	11.349468	0	0	0
k141_920618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.813307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3120250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.578466	0	17.09467	17.408112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1574276	40.018055	12.09862	0.07187811	0.049804132	13.248314	13.338584	0	0	84.181305	95.02033	3.7870631	0	10.104699	0	0	0	29.067743	41.14199	0	0	0	0	0	1.1373261	0	0	0	0	0	0	0	0	0.06777914	0	0	0	28.974718	28.748158	80.983086	73.42096	0	0	0	0	0	0	0
k141_2347936	0	0	0	0	0	0	0	0	0	0	0	0	16.49788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_445776	0	0	0	0	0	0	0	0.31838855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0048447	19.33702	68.15248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1098879	16.577866	17.02666	0.9278025	1.3316627	0.8143295	2.8695734	0	0	0	0	42.079178	0	0.736656	0	0	0	60.08288	65.7728	0	0	0	0	0	0.41944575	1.0315783	0	0	0	0	0	0	0	0	0	0	0	0	0	19.217022	18.182686	0	0	0	0	0	0	0
k141_3298078	10.250078	10.129398	0	0	4.072049	0	0	0	3.3969011	2.5822191	3.452334	0	14.201888	0	0	0	0.8499926	1.3458678	0	0	0	0	0	0	0	0.032450803	0	0	0	0	0.258741	0	0	0	0	0	6.072118	5.027457	22.557697	22.932777	0	0	0	0	0	0	0
k141_3358459	3.6856666	4.2955556	0.086661555	0	0	0	0	0	3.780082	5.006333	2.364516	0	19.59664	0	0	0	3.037833	3.519561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9214175	0	0	3.5856104	10.248985	11.933818	0	0	0	0	0	0	0
k141_2406494	49.6626	52.91645	0.204429	0.23608042	43.959553	43.20529	0	0	38.56589	40.738594	30.377417	0.0327942	12.949187	0	0	0	15.846876	20.323626	0	0	0	0	0	4.312902	5.966484	0.050045796	0	0	1.3672174	1.1705999	1.0640845	0	0	0	4.3471284	0	7.491562	6.1087165	21.654444	20.667898	0	0	0	0	0	0	0
k141_2585201	2.493845	3.3303835	0	0	0	1.5345854	0	0	4.598995	5.5992947	5.763074	0	12.936543	0	0	0	1.3998991	2.3299308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22728415	0	7.9731946	6.4865885	0	0	0	0.3579594	0	0	0
k141_3416414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.177105	0	0	0	0	74.18	48.49838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3477107	0.66861236	0.5357355	0	0	13.280983	10.028606	0	0	340.95	372.42242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1217140	0	0	0	0	0	0	0	0	1.3135715	2.6971958	0	0	24.490652	0	0	0	0	0	0	0	0	0.06782112	0	0	0	0	0	0.3063311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3179324	0	0	0	0	0	0	0	0	0	0	0	0	24.429176	0	0	0	0	0	0	0	0	0.17870611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1692188	11.339628	14.018467	0.16759609	0	0	5.183531	0	0	63.234596	75.315575	22.656017	0	6.4038897	0	0	0	14.329051	14.78294	0	0	0	0	0.037775975	0	1.6304919	0	0	0	0.24018848	0.4798438	0	0.40854746	0	0	0	0	0	0	11.045105	12.488948	0	0	0	0	0	0	0
k141_2167946	24.968557	21.162352	0	0.11932572	0	0	0	0	29.295755	31.233734	48.062634	0.16575672	5.524632	0	0	0	16.637856	10.818888	0	0	0	0	0	0	0	0.042159017	0	0	0.7404145	0	0	0.4198015	0.32478407	0	0	0	19.721739	7.7190537	3.5758252	7.654756	0	0	0	0	0	0	0
k141_2881350	0	0	0	0	2.6916935	10.840136	0	0	0	0	0	0	22.308441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2703177	61.20308	64.89926	0.10616135	0.14711776	0	0	0	0	0	0	40.477154	0	0.019282008	0	0	0	274.93826	286.68488	0	0	0	0	0	0	0	0.6121881	0	0	0	0	0	0	0	0	0	0	0	0	2.385366	1.5215334	0	0	0	0	0	0	0
k141_2227849	0	0	0	0	198.69327	279.3557	0	0	7.094919	4.730384	0	0	16.651974	0	0	0	0	0	0	0	0	0	0	0	0	0.037477348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1692217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6430914	31.220306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_562764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.430046	0	0	0	0	64.11149	17.648895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_861729	0	0	0	0	0	0	0	0	0	0	0	0	16.606766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_88546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.106956	62.57443	0.94002706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1275497	0	0	0	0	0	0	0	0	0	0	0	0	18.549707	0	0	0	0	0	0	21.163174	18.56991	1.0036582	0	0	0	0	0.38205752	1.0073942	0	0	0	0	0	0	0	0	1.5121886	0.758805	0	0	0	0	0	0	0	0	0
k141_742423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700.7971	0	0	0	0	0	0	0	0	0	0	0	0
k141_3535424	17.621414	18.06415	0.05268995	0.073017426	4.8558106	0	0	0	25.97054	22.368645	23.407494	0	10.881131	0	0	0	14.235359	12.170579	0	0	0	0	0	1.6674243	0	0.18058471	0	0	0	0	0	0	0.3974817	0	0	0	22.687963	17.44032	24.354591	28.379984	0	0	0	0	0	0	0
k141_1396650	0	0	0	0	0	0	0	0	0	0	0	0	0.011188434	0	0	0	0	0	0	37.121548	50.591797	79.04821	1.7679803	0	0	0	24.16829	91.61002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2881408	48.12126	58.532642	0	0	30.4413	47.19902	0	0	699.019	707.718	52.379833	0	39.373512	0	0	0	34.702755	28.976439	0	0	0	0	0	37.004185	40.876255	0.07762928	0	0	0	0	0	0	0	0	1.6857783	0	9.07863	10.933414	43.012833	40.350525	0	0	0	0	0	0	0
k141_1099033	15.842022	11.094294	0	0.054337062	43.36233	67.91212	0	0	23.773167	28.76172	23.96545	0.037740115	6.4522543	0	0	0	11.062797	11.346042	0	5.2787547	0	0.105965555	0	1.24084	0	0	0	0	0	0.8980974	0	0	0	0	0	0	3.951482	2.1630812	11.610593	15.036471	0	0	0	0	0	0	0
k141_2406615	0	0	0	0	0	0	0	0	0	0	0	0	1.4165566	0	0	0	0	0	0	0	0	7.722545	0	0	0	0	112.64254	35.40533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2525734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31467113	0	0	1.7841277	251.69957	8.274265	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_88574	16.980612	15.825377	0	0	0	0.57803	0	0	4.97271	7.632854	5.9847994	0	2.2607296	0	0	0	7.925448	2.2770464	0	0	0	0	0	0	1.4545655	0	0	0	0	0.42806977	0	0	0	1.2073485	0	0	0.6848862	7.2170877	30.30247	33.61972	0	0	0	1.0786562	0	0	0
k141_2227917	0	0	0	0	0	0	0	0	0	0	0	0	81.13261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3416521	26.879946	24.50961	0.10186591	0.07058258	3.1292593	0	0	0	19.772593	22.717564	16.981102	0.14707062	10.657054	0	0	0	15.154152	16.289639	0	0	0	0.068823405	0.11480233	0	0	0.09975024	0	0	0.145988	1.1666077	0	0	0.09605683	0	0	0	12.13227	7.0244813	46.257263	49.362766	0	0	0	0	0	0	0
k141_3179406	5.1298165	6.926686	0	0	0	0	0	0	5.70697	4.654308	4.331261	0	15.593767	0	0	0	2.6468863	2.4323041	0	0	0	0	0	0	0	0.07218012	0	0	0	0	0	0	0	0	0	0	4.727161	2.0331895	16.769346	11.820781	0	0	0	0	0	0	0
k141_3298253	1049.2203	735.4926	0	1.871454	134.1867	106.22445	0	0	2130.849	2302.931	804.06067	0.09628364	603.8942	0	0	0	658.72437	619.5532	0	2.5652013	9.003481	3.4243357	0.09019003	12.135053	29.195957	0.522433	1.3892828	2.4421372	7.8371406	0.954688	1.8224196	0	0.8804057	0	21.980986	0	465.56497	415.26813	1543.4366	1615.5991	0	0.036782265	0	2.8867636	0	0	0
k141_3477190	33.349663	31.69889	0.082740575	0.0573307	20.333925	12.795296	0	0	66.58703	70.02996	25.165495	0.1194581	16.14019	0	0	0	15.350828	14.596389	0	0	0	0.055901803	0	5.2368107	1.6099162	0.0607666	0.14363904	0	0.23715748	0.47378853	0.32300812	0.8067838	0	0	0	0	23.49904	26.816479	54.75271	58.772205	0	0	0	0	0	0	0
k141_2881444	25.873665	21.116833	0.10970622	0.121624194	5.3921747	3.393072	0	0	35.123844	34.665173	32.436253	0	17.550697	0	0	0	17.708706	14.368884	0	0	0	0	0.059346393	14.581389	10.246069	0.7734796	0	0.26782718	1.0062352	0	0.34262273	0	0.16552006	0	0	0	10.050812	20.577164	15.37114	15.451423	0	0	0	0	0	0	0
k141_88595	0.8248872	0.44063535	0	0	0	0	0	0	0.09306201	0.22930445	0	0	40.89205	0	0	0	0.14592887	0.054155152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1336912	9.751737	10.986568	0	0	0	0	0	0	1.4002167	2.0947206	4.4479575	0	1.6367065	0	0	0	5.1754713	4.4233174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.629978	38.449734	0	0	0	0	0	0	0
k141_445965	36.28681	37.988316	0.08379804	0.087095134	5.148451	3.2397068	0	0	38.37938	46.044945	39.592484	0.08065656	10.650318	0	0	0	16.764992	20.951359	0	0	0	0	0	1.325935	4.8914757	0.24617292	0	0	1.3210367	0.4798438	0	0.6128212	0.15803863	0	0	0	24.950954	20.224945	19.896318	18.112627	0	0	0	0	0	0	0
k141_3477238	0	0	0	0	0	0	0	0	0	0	0	0	20.435013	0	0	0	0.105648346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2645033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.30002	98.185776	57.5786	0	0	0	0	60.71703	26.430511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1871124	5.171765	4.9905667	0.17259976	0.29898465	0	0	0	0	5.928782	6.608606	3.7571032	0	17.516346	0	0	0	2.8775861	2.9572365	0	0	0	0.116613135	0	0	0	0	0	0	0.24735944	0	0	0	0.16275696	0	0	0	0.7906424	1.1902155	14.880814	14.441333	0	0	0	0	0	0	0
k141_1930130	3.6207922	3.6646898	0	0	0	0	0	0	3.2249212	2.5162947	2.5126069	0	6.110005	0	0	0	4.0455527	2.627329	0	0	0	0	0	0	0	0.14479697	0	0	0.56510794	0	0	0	0	0	0	0	2.709407	2.7191207	16.286108	17.870728	0	0	0	0	0	0	0
k141_3715732	0	0	0	0	0	3.0556352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15706	3.37168	30.929806	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2108663	88.17048	101.631004	0	0	1.5795937	4.771069	0	0	43.736298	44.764366	107.99793	0	18.253836	0	0	0	65.85641	54.948627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47108856	0	15.597501	16.133589	0	0	0	0	0	0	0
k141_1574493	0	0	0	0	0	0	0	0	1.4418461	2.442484	0	0	37.137577	0	0	0	1.2011206	1.6780938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3358665	0	0	0	0	0	0.19982655	0	2.306884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.43872	62.93548	52.21216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1455339	24.64576	24.479015	0	0	0	3.0805423	0	0	19.0072	19.402521	13.144876	0	7.7336993	0	0	0	12.17741	11.123979	0	0	0	0	0	0.78799546	0.9689918	0	0	0	0.14274262	0.28516838	0	0	0	0	0	0	1.3687575	5.494659	55.929234	54.602413	0	0	0	0	0	0	0
k141_2585397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.749119	52.106876	0.40996328	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_147035	0	0	0	0	52.972385	88.42102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4172226	1.5486735	0	0	355.1085	0	0	0	0	0	0	0	0	0	0	0	0
k141_3416612	5.060467	4.192691	0	0.07403317	0	0	0	0	2.7962992	2.0096037	8.078581	0	0.6695185	0	0	0	1.9183614	1.4916345	0	0	0	0	0.048165873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.992548	27.843554	0	0	0	0	0	0	0
k141_2585398	12.440879	11.422718	0.06828147	0.04731203	0	0.7919466	0	0	6.0684137	4.999472	5.0605364	0.016430419	18.09594	0	0	0	3.094085	2.036492	0	0	0	0.09226567	0	0.5402082	0.33214492	0.016715832	0	0	0.048928414	0.39099288	0.53312343	0	0.19316278	0	0.36299685	0	3.5970013	1.1771402	12.205375	14.014887	0	0	0	0.49261472	0	0	0
k141_3596186	0	0	0.09388776	0.11384547	0	0	0	0.7861125	0	0	0	0.06777602	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011492224	0	0	0	0	10.629231	108.77015	0	0	0	0	0	0	0	0	0	0.03883768	0.027825106	0	0	0	0
k141_2168146	56.74971	58.35331	0.071079895	0.024625523	8.734126	13.190455	0	0	82.393845	84.5113	63.83534	0.102622785	32.127	0	0	0	35.672897	41.496994	0	0	0	0	0.03204266	3.3740876	14.521811	0.03480181	0	0	0	0	0	0	0	0	0	0	1.3024067	0	58.971928	64.92378	0	0.039203946	0	0	0	0	0
k141_3179500	5.2372913	6.639727	0	0	0	0	0	0	3.8602858	5.338215	2.5025845	0	15.578893	0	0	0	2.7177832	3.8509681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.309394	0	11.087678	10.515281	0	0	0	0	0	0.040659476	0
k141_1990077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586.8452	740.21936	58.82369	0	0	0	0	31.70645	62.226086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2348217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.202778	71.99933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_206058	0	0	0	0	0	0	0	0.9872048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8336906	34.730293	97.19686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_920925	13.370211	9.209488	0.13650516	0.06305601	0	0	0	0	6.1526785	5.012639	4.4989457	0.04379591	12.842943	0	0	0	3.0344214	1.9634451	0	0	0	0	0	0	0	0	0	0	0	0.5211032	0	0	0	0	0	0	2.5012028	3.765255	15.445383	14.990476	0	0	0	0	0	0	0
k141_504766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010574719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08859042	87.654144	0	0	0	0	0	0	0	0	0	0.0023446605	0
k141_623289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.53612	116.19613	33.560413	0	0	0	0	7.854896	34.51913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3775606	0	0	0	0	0	1.5870173	0	0	0	0	0	0	109.125305	0	0	0	0	0	0	0	0	0.52001804	0	0	0	0	3.9194627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1574531	9.313808	10.849909	0	0	0	0	0	0	0.71238244	1.0239294	0.22815943	0	1.0085633	0	0	0	3.2581327	3.0400584	0	0	0	0	0	0.8614013	0	0	0	0	0	0	0	0.26541522	0	0	0	0	0.49875477	0.7508143	36.074165	36.914127	0	0	0	0	0	0	0
k141_325629	0	0	0	0	0	0	0	0	0	0	0	0	38.198395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2465883	3.7258313	2.467912	0	0	0	0	0	0	1.3450891	1.035717	1.0550219	0	11.0898905	0	0	0	1.1864306	0.5870561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7062951	0	6.890244	6.786308	0	0	0	0	0	0	0
k141_2406761	42.36171	45.257256	0.04073093	0.056444682	15.014756	8.818285	0	0	28.515049	32.394466	17.112278	0	46.495983	0	0	0	15.183236	17.885971	0	0	0	0	0	0	0	0.5185048	0	0	0	0	0	0	0	0	0	0	0	0	135.68561	133.76146	0	0	0	0	0	0	0
k141_266706	0	0	0	0	0	0	0	0	0	0	0	0	28.711958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0576124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_800067	0	0	0	0	0	0	0	2.0581765	0	0	0	2.077282	0	0	0	0	0	0	0	0	0	0	4.4364576	0	0	2.7473764	0	0	0	0	9.099307	306.8215	0	0	1.8357335	0	0	0	0	0	0	0.09522756	0.10233813	0	0	0	0
k141_3715801	2.6585	3.1489353	0	0	0	0	0	0	1.8908397	1.9278711	2.5416954	0	18.611237	0	0	0	1.3802547	1.3659239	0	0	0	0	0.053908065	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4650419	4.535446	7.7190003	8.077361	0	0	0	0	0	0	0
k141_206132	0	0	0	0	0	0	0	1.3843035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14047007	0	0	0	0	55.72071	46.857822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1455389	21.865873	22.77646	0.047129057	0	0	0	0	0	26.518759	33.81075	30.297073	0	10.015218	0	0	0	17.971203	11.603862	0	0	0	0	0	0	0	0.046150226	0	0	0	0	0	0.45954427	0	0	0	0	6.4766417	1.9499584	8.509457	11.665488	0	0	0	0	0	0	0
k141_623313	0	0	0	0	0	0	0	0	0	0	0	1.3796239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.58165	0.6104086	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3775632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.025751	15.839533	29.543434	0	0	0	0	54.345734	18.196405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
